,0
8290,1
8291,11
8292,1000000
8293,8
8294,100
8295,19
8296,1000000
8297,30
8298,70
8299,4
8300,17
8301,17
8302,14
8303,70
8304,10
8305,13
8306,90
8307,13
8308,7
8309,12
8310,1000000
8311,9
8312,17
8313,1000
8314,70
8315,100
8316,11
8317,50
8318,3
8319,40
8320,14
8321,1000000000
8322,30
8323,16
8324,40
8325,10
8326,60
8327,40
8328,10
8329,1000
8330,7
8331,16
8332,18
8333,50
8334,4
8335,1000000
8336,50
8337,4
8338,40
8339,1
8340,16
8341,50
8342,40
8343,80
8344,8
8345,2
8346,30
8347,2
8348,100
8349,17
8350,11
8351,15
8352,1000
8353,2
8354,1000000
8355,90
8356,0
8357,100
8358,13
8359,50
8360,50
8361,13
8362,1000
8363,3
8364,1
8365,19
8366,80
8367,12
8368,50
8369,1000000
8370,100
8371,7
8372,1000
8373,16
8374,10
8375,20
8376,80
8377,50
8378,7
8379,30
8380,8
8381,2
8382,100
8383,6
8384,70
8385,0
8386,0
8387,50
8388,80
8389,70
8390,1000
8391,70
8392,9
8393,10
8394,2
8395,6
8396,17
8397,19
8398,17
8399,8
8400,12
8401,8
8402,17
8403,12
8404,60
8405,14
8406,1000000000
8407,5
8408,1
8409,80
8410,19
8411,5
8412,1000000000
8413,50
8414,11
8415,8
8416,1
8417,40
8418,7
8419,20
8420,11
8421,1000
8422,1000
8423,15
8424,3
8425,40
8426,18
8427,17
8428,80
8429,15
8430,50
8431,6
8432,13
8433,1000000000
8434,11
8435,15
8436,17
8437,70
8438,16
8439,17
8440,7
8441,10
8442,3
8443,11
8444,1
8445,14
8446,90
8447,80
8448,80
8449,5
8450,0
8451,0
8452,50
8453,19
8454,3
8455,60
8456,10
8457,30
8458,13
8459,9
8460,14
8461,50
8462,3
8463,2
8464,50
8465,1000000
8466,12
8467,70
8468,70
8469,19
8470,6
8471,100
8472,80
8473,100
8474,70
8475,16
8476,6
8477,1
8478,1000
8479,100
8480,3
8481,50
8482,40
8483,1000000
8484,6
8485,6
8486,1000000000
8487,6
8488,17
8489,11
8490,60
8491,7
8492,18
8493,11
8494,17
8495,90
8496,6
8497,100
8498,8
8499,0
8500,1000
8501,50
8502,4
8503,30
8504,3
8505,20
8506,15
8507,80
8508,19
8509,4
8510,40
8511,17
8512,15
8513,6
8514,4
8515,14
8516,90
8517,15
8518,4
8519,1000
8520,11
8521,15
8522,5
8523,4
8524,15
8525,1
8526,60
8527,80
8528,18
8529,1
8530,9
8531,1
8532,5
8533,60
8534,1000
8535,1
8536,100
8537,70
8538,3
8539,90
8540,4
8541,30
8542,1000000000
8543,50
8544,14
8545,1000000000
8546,20
8547,6
8548,50
8549,1000000000
8550,10
8551,4
8552,30
8553,15
8554,3
8555,50
8556,15
8557,1000000
8558,70
8559,70
8560,50
8561,30
8562,1000000000
8563,7
8564,1
8565,16
8566,20
8567,11
8568,16
8569,0
8570,80
8571,10
8572,40
8573,40
8574,70
8575,20
8576,11
8577,1000
8578,18
8579,30
8580,60
8581,7
8582,60
8583,30
8584,1000000000
8585,2
8586,0
8587,90
8588,7
8589,15
8590,9
8591,50
8592,6
8593,6
8594,60
8595,14
8596,90
8597,5
8598,13
8599,1000
8600,16
8601,100
8602,20
8603,1000
8604,18
8605,6
8606,60
8607,1000000
8608,30
8609,1
8610,6
8611,5
8612,20
8613,4
8614,0
8615,50
8616,60
8617,100
8618,15
8619,19
8620,12
8621,1
8622,10
8623,2
8624,8
8625,90
8626,17
8627,16
8628,3
8629,7
8630,1000
8631,50
8632,19
8633,60
8634,2
8635,1
8636,6
8637,0
8638,70
8639,1000000
8640,18
8641,6
8642,18
8643,30
8644,11
8645,100
8646,11
8647,16
8648,4
8649,70
8650,1000000
8651,3
8652,1000
8653,17
8654,1000000
8655,2
8656,20
8657,3
8658,19
8659,2
8660,100
8661,5
8662,90
8663,30
8664,8
8665,15
8666,1000000
8667,20
8668,20
8669,4
8670,50
8671,12
8672,50
8673,15
8674,40
8675,40
8676,90
8677,1000000000
8678,6
8679,5
8680,20
8681,14
8682,90
8683,12
8684,6
8685,0
8686,13
8687,80
8688,90
8689,5
8690,11
8691,2
8692,1000000
8693,100
8694,4
8695,16
8696,1000
8697,90
8698,19
8699,100
8700,80
8701,6
8702,50
8703,5
8704,18
8705,20
8706,3
8707,9
8708,1000
8709,1
8710,1000000
8711,1000
8712,7
8713,17
8714,3
8715,3
8716,1000
8717,5
8718,6
8719,1000000
8720,80
8721,6
8722,18
8723,13
8724,70
8725,90
8726,17
8727,5
8728,19
8729,1
8730,1000000000
8731,60
8732,70
8733,90
8734,13
8735,16
8736,10
8737,1000
8738,17
8739,10
8740,90
8741,11
8742,3
8743,12
8744,1
8745,1
8746,5
8747,2
8748,6
8749,4
8750,60
8751,17
8752,16
8753,12
8754,1000000000
8755,80
8756,1
8757,60
8758,6
8759,90
8760,6
8761,8
8762,70
8763,12
8764,30
8765,14
8766,7
8767,70
8768,4
8769,9
8770,1
8771,12
8772,19
8773,15
8774,19
8775,20
8776,4
8777,19
8778,15
8779,8
8780,90
8781,18
8782,100
8783,10
8784,10
8785,3
8786,9
8787,19
8788,90
8789,13
8790,1000000
8791,4
8792,70
8793,40
8794,0
8795,16
8796,80
8797,8
8798,80
8799,2
8800,13
8801,8
8802,30
8803,8
8804,0
8805,80
8806,50
8807,1
8808,100
8809,8
8810,60
8811,3
8812,17
8813,6
8814,0
8815,40
8816,15
8817,15
8818,0
8819,90
8820,90
8821,60
8822,13
8823,50
8824,30
8825,17
8826,14
8827,10
8828,60
8829,8
8830,19
8831,9
8832,70
8833,7
8834,3
8835,90
8836,4
8837,1000000
8838,11
8839,5
8840,9
8841,15
8842,9
8843,80
8844,17
8845,4
8846,12
8847,40
8848,50
8849,1
8850,14
8851,90
8852,4
8853,12
8854,20
8855,10
8856,50
8857,40
8858,3
8859,17
8860,8
8861,9
8862,90
8863,1000000000
8864,16
8865,7
8866,16
8867,2
8868,8
8869,20
8870,1
8871,1000000000
8872,14
8873,6
8874,100
8875,80
8876,15
8877,18
8878,50
8879,6
8880,40
8881,1
8882,0
8883,1000000
8884,1
8885,16
8886,8
8887,70
8888,80
8889,7
8890,50
8891,2
8892,2
8893,18
8894,13
8895,40
8896,9
8897,70
8898,1000
8899,100
8900,90
8901,50
8902,80
8903,0
8904,9
8905,7
8906,80
8907,1
8908,19
8909,3
8910,2
8911,4
8912,7
8913,1000000
8914,40
8915,8
8916,100
8917,50
8918,30
8919,40
8920,0
8921,1
8922,50
8923,1000000000
8924,30
8925,1
8926,1000000000
8927,0
8928,12
8929,11
8930,14
8931,9
8932,20
8933,2
8934,17
8935,6
8936,15
8937,60
8938,13
8939,5
8940,60
8941,60
8942,80
8943,2
8944,50
8945,15
8946,3
8947,14
8948,18
8949,4
8950,4
8951,30
8952,14
8953,1
8954,17
8955,11
8956,12
8957,5
8958,5
8959,4
8960,14
8961,13
8962,10
8963,0
8964,1000000000
8965,0
8966,1
8967,17
8968,14
8969,7
8970,3
8971,1
8972,80
8973,90
8974,1000000000
8975,50
8976,70
8977,9
8978,100
8979,90
8980,12
8981,60
8982,8
8983,50
8984,0
8985,70
8986,7
8987,5
8988,16
8989,5
8990,80
8991,1000000000
8992,6
8993,5
8994,40
8995,9
8996,17
8997,5
8998,0
8999,11
9000,1
9001,40
9002,1000
9003,18
9004,1000000
9005,1
9006,9
9007,20
9008,90
9009,90
9010,7
9011,17
9012,1000000
9013,9
9014,11
9015,20
9016,10
9017,1
9018,8
9019,16
9020,3
9021,80
9022,7
9023,10
9024,19
9025,1
9026,70
9027,17
9028,3
9029,40
9030,40
9031,4
9032,3
9033,4
9034,80
9035,20
9036,10
9037,3
9038,19
9039,90
9040,3
9041,30
9042,10
9043,8
9044,4
9045,11
9046,18
9047,14
9048,17
9049,20
9050,12
9051,40
9052,70
9053,20
9054,19
9055,16
9056,7
9057,13
9058,70
9059,70
9060,1
9061,11
9062,60
9063,14
9064,15
9065,13
9066,0
9067,3
9068,8
9069,2
9070,1000000
9071,50
9072,1000
9073,14
9074,30
9075,16
9076,1
9077,0
9078,8
9079,80
9080,70
9081,20
9082,80
9083,4
9084,14
9085,90
9086,60
9087,1
9088,11
9089,12
9090,60
9091,6
9092,15
9093,11
9094,6
9095,11
9096,20
9097,6
9098,1000000
9099,50
9100,4
9101,1000000
9102,4
9103,5
9104,5
9105,6
9106,13
9107,11
9108,50
9109,18
9110,40
9111,5
9112,60
9113,16
9114,9
9115,20
9116,14
9117,80
9118,1000000000
9119,5
9120,17
9121,14
9122,80
9123,3
9124,1000000000
9125,60
9126,17
9127,16
9128,90
9129,18
9130,90
9131,20
9132,8
9133,2
9134,2
9135,50
9136,3
9137,15
9138,19
9139,15
9140,1000
9141,1000000000
9142,1000
9143,20
9144,60
9145,40
9146,40
9147,100
9148,100
9149,70
9150,18
9151,90
9152,1
9153,10
9154,7
9155,1
9156,20
9157,7
9158,16
9159,13
9160,13
9161,3
9162,11
9163,90
9164,14
9165,40
9166,6
9167,5
9168,17
9169,1000000
9170,30
9171,40
9172,12
9173,5
9174,3
9175,6
9176,50
9177,17
9178,17
9179,1000000
9180,15
9181,10
9182,30
9183,19
9184,19
9185,2
9186,16
9187,14
9188,50
9189,20
9190,15
9191,20
9192,18
9193,30
9194,18
9195,2
9196,10
9197,5
9198,80
9199,8
9200,5
9201,7
9202,40
9203,2
9204,16
9205,16
9206,1000
9207,50
9208,60
9209,15
9210,14
9211,1000
9212,14
9213,40
9214,10
9215,16
9216,4
9217,12
9218,13
9219,4
9220,90
9221,20
9222,14
9223,50
9224,14
9225,1000000000
9226,5
9227,10
9228,60
9229,5
9230,17
9231,90
9232,2
9233,16
9234,12
9235,5
9236,17
9237,3
9238,10
9239,16
9240,1000000000
9241,60
9242,3
9243,15
9244,60
9245,11
9246,2
9247,3
9248,1000
9249,11
9250,11
9251,17
9252,15
9253,10
9254,4
9255,90
9256,1000000
9257,70
9258,40
9259,40
9260,2
9261,6
9262,1
9263,70
9264,4
9265,80
9266,15
9267,14
9268,60
9269,4
9270,17
9271,12
9272,70
9273,14
9274,10
9275,1000
9276,90
9277,17
9278,10
9279,13
9280,70
9281,2
9282,10
9283,80
9284,15
9285,11
9286,0
9287,80
9288,30
9289,15
9290,7
9291,10
9292,40
9293,1
9294,90
9295,18
9296,18
9297,60
9298,50
9299,15
9300,12
9301,9
9302,14
9303,4
9304,9
9305,14
9306,19
9307,70
9308,9
9309,3
9310,16
9311,90
9312,5
9313,17
9314,8
9315,40
9316,40
9317,20
9318,7
9319,40
9320,10
9321,2
9322,70
9323,18
9324,19
9325,1000
9326,2
9327,70
9328,5
9329,14
9330,8
9331,0
9332,13
9333,5
9334,5
9335,0
9336,40
9337,0
9338,80
9339,11
9340,6
9341,4
9342,14
9343,4
9344,11
9345,15
9346,8
9347,0
9348,60
9349,1000000000
9350,13
9351,100
9352,1000
9353,9
9354,19
9355,4
9356,1000
9357,90
9358,6
9359,17
9360,1
9361,15
9362,100
9363,8
9364,0
9365,18
9366,18
9367,2
9368,15
9369,1000
9370,60
9371,16
9372,5
9373,80
9374,9
9375,90
9376,9
9377,3
9378,6
9379,70
9380,1000000000
9381,1000000000
9382,4
9383,6
9384,12
9385,4
9386,100
9387,1000000000
9388,1
9389,9
9390,50
9391,1000000000
9392,14
9393,100
9394,8
9395,13
9396,15
9397,50
9398,30
9399,1000
9400,20
9401,0
9402,14
9403,20
9404,60
9405,30
9406,18
9407,3
9408,13
9409,30
9410,19
9411,30
9412,6
9413,1
9414,10
9415,12
9416,7
9417,7
9418,80
9419,7
9420,9
9421,1000
9422,30
9423,13
9424,60
9425,30
9426,3
9427,50
9428,19
9429,17
9430,90
9431,15
9432,4
9433,30
9434,1000000
9435,7
9436,10
9437,70
9438,9
9439,3
9440,3
9441,9
9442,16
9443,1000
9444,6
9445,4
9446,6
9447,7
9448,40
9449,18
9450,4
9451,0
9452,2
9453,5
9454,90
9455,1000
9456,7
9457,70
9458,7
9459,60
9460,16
9461,5
9462,15
9463,2
9464,15
9465,0
9466,7
9467,20
9468,16
9469,1000
9470,10
9471,90
9472,3
9473,12
9474,2
9475,0
9476,3
9477,100
9478,13
9479,9
9480,50
9481,30
9482,60
9483,16
9484,15
9485,0
9486,13
9487,7
9488,3
9489,14
9490,15
9491,3
9492,20
9493,80
9494,60
9495,7
9496,50
9497,50
9498,80
9499,70
9500,60
9501,15
9502,1
9503,70
9504,11
9505,20
9506,17
9507,9
9508,2
9509,30
9510,16
9511,16
9512,4
9513,20
9514,19
9515,80
9516,16
9517,18
9518,10
9519,19
9520,1
9521,1000000
9522,70
9523,10
9524,40
9525,1000000000
9526,11
9527,13
9528,16
9529,0
9530,18
9531,2
9532,14
9533,3
9534,11
9535,7
9536,14
9537,2
9538,9
9539,13
9540,4
9541,60
9542,4
9543,0
9544,70
9545,2
9546,4
9547,10
9548,60
9549,12
9550,11
9551,10
9552,1000
9553,14
9554,13
9555,19
9556,60
9557,2
9558,1000
9559,30
9560,1000000000
9561,14
9562,70
9563,12
9564,6
9565,40
9566,6
9567,20
9568,18
9569,8
9570,40
9571,4
9572,0
9573,9
9574,100
9575,60
9576,100
9577,1000000
9578,70
9579,11
9580,6
9581,7
9582,60
9583,1000000
9584,3
9585,3
9586,19
9587,13
9588,100
9589,19
9590,90
9591,8
9592,11
9593,4
9594,60
9595,19
9596,8
9597,9
9598,4
9599,2
9600,1000000000
9601,17
9602,60
9603,19
9604,18
9605,12
9606,20
9607,10
9608,40
9609,6
9610,4
9611,3
9612,12
9613,19
9614,5
9615,80
9616,13
9617,70
9618,2
9619,2
9620,14
9621,15
9622,0
9623,1000
9624,1000
9625,1
9626,16
9627,18
9628,90
9629,4
9630,60
9631,17
9632,90
9633,17
9634,20
9635,5
9636,30
9637,50
9638,5
9639,17
9640,1000000000
9641,3
9642,90
9643,60
9644,20
9645,1
9646,1000000000
9647,90
9648,8
9649,9
9650,10
9651,1
9652,100
9653,3
9654,0
9655,0
9656,17
9657,6
9658,80
9659,6
9660,4
9661,11
9662,14
9663,1000000000
9664,0
9665,2
9666,2
9667,70
9668,19
9669,100
9670,1000000000
9671,50
9672,7
9673,1000
9674,8
9675,4
9676,1000
9677,14
9678,90
9679,16
9680,11
9681,16
9682,1000000
9683,14
9684,20
9685,4
9686,1
9687,3
9688,19
9689,19
9690,2
9691,5
9692,18
9693,40
9694,15
9695,1000000
9696,80
9697,18
9698,100
9699,80
9700,90
9701,70
9702,0
9703,90
9704,80
9705,18
9706,40
9707,100
9708,70
9709,7
9710,5
9711,1
9712,18
9713,1
9714,20
9715,9
9716,13
9717,18
9718,1
9719,12
9720,5
9721,40
9722,10
9723,60
9724,1000
9725,2
9726,19
9727,70
9728,5
9729,90
9730,19
9731,1000000
9732,60
9733,12
9734,60
9735,90
9736,2
9737,13
9738,30
9739,18
9740,40
9741,19
9742,15
9743,80
9744,1000000
9745,20
9746,5
9747,7
9748,5
9749,18
9750,90
9751,100
9752,4
9753,1
9754,17
9755,3
9756,11
9757,20
9758,13
9759,1000
9760,7
9761,17
9762,1000000000
9763,60
9764,7
9765,1
9766,9
9767,0
9768,7
9769,11
9770,50
9771,100
9772,30
9773,8
9774,17
9775,15
9776,13
9777,15
9778,16
9779,40
9780,5
9781,100
9782,20
9783,100
9784,2
9785,18
9786,7
9787,5
9788,16
9789,1000
9790,3
9791,14
9792,17
9793,14
9794,80
9795,16
9796,10
9797,1000000
9798,8
9799,11
9800,5
9801,2
9802,20
9803,80
9804,8
9805,3
9806,2
9807,16
9808,19
9809,15
9810,70
9811,10
9812,14
9813,6
9814,10
9815,9
9816,18
9817,50
9818,80
9819,15
9820,12
9821,14
9822,1
9823,70
9824,15
9825,9
9826,80
9827,2
9828,1000000
9829,1000
9830,9
9831,8
9832,10
9833,16
9834,6
9835,80
9836,12
9837,50
9838,60
9839,40
9840,1000000
9841,17
9842,18
9843,60
9844,40
9845,6
9846,0
9847,6
9848,17
9849,3
9850,17
9851,16
9852,7
9853,1000000
9854,70
9855,1000000000
9856,1000000000
9857,12
9858,1000000000
9859,6
9860,80
9861,1000000000
9862,2
9863,13
9864,1
9865,1000000000
9866,1000000000
9867,1000000
9868,10
9869,20
9870,0
9871,70
9872,1
9873,1000
9874,12
9875,4
9876,7
9877,0
9878,70
9879,50
9880,40
9881,5
9882,3
9883,7
9884,18
9885,70
9886,80
9887,40
9888,17
9889,90
9890,60
9891,40
9892,10
9893,7
9894,5
9895,90
9896,11
9897,18
9898,7
9899,6
9900,3
9901,20
9902,60
9903,0
9904,5
9905,6
9906,9
9907,1000000
9908,70
9909,100
9910,70
9911,1
9912,12
9913,11
9914,3
9915,90
9916,18
9917,16
9918,16
9919,50
9920,1
9921,1000000000
9922,4
9923,30
9924,9
9925,13
9926,1000000000
9927,2
9928,2
9929,1000000000
9930,1000
9931,8
9932,15
9933,5
9934,2
9935,50
9936,60
9937,11
9938,13
9939,60
9940,15
9941,8
9942,80
9943,6
9944,1
9945,6
9946,14
9947,4
9948,8
9949,19
9950,9
9951,70
9952,13
9953,12
9954,9
9955,1000
9956,15
9957,10
9958,6
9959,1000000
9960,3
9961,18
9962,80
9963,15
9964,30
9965,90
9966,80
9967,1
9968,8
9969,0
9970,80
9971,30
9972,0
9973,80
9974,1000
9975,16
9976,7
9977,1000
9978,17
9979,10
9980,60
9981,60
9982,60
9983,19
9984,14
9985,17
9986,30
9987,10
9988,8
9989,1000000
9990,9
9991,7
9992,70
9993,100
9994,4
9995,15
9996,2
9997,15
9998,8
9999,14
10000,14
10001,3
10002,4
10003,12
10004,5
10005,0
10006,4
10007,10
10008,80
10009,5
10010,50
10011,14
10012,80
10013,20
10014,1000000000
10015,80
10016,1000000
10017,100
10018,1000000
10019,3
10020,11
10021,90
10022,6
10023,12
10024,9
10025,17
10026,5
10027,90
10028,1000000000
10029,3
10030,0
10031,100
10032,40
10033,16
10034,8
10035,13
10036,2
10037,9
10038,13
10039,100
10040,30
10041,50
10042,12
10043,40
10044,1000000000
10045,20
10046,2
10047,10
10048,11
10049,50
10050,30
10051,16
10052,11
10053,5
10054,30
10055,40
10056,10
10057,0
10058,80
10059,12
10060,100
10061,10
10062,7
10063,9
10064,1
10065,40
10066,30
10067,16
10068,100
10069,5
10070,16
10071,1000000000
10072,0
10073,1
10074,40
10075,90
10076,16
10077,60
10078,9
10079,3
10080,16
10081,100
10082,4
10083,70
10084,5
10085,14
10086,2
10087,5
10088,17
10089,3
10090,1000
10091,19
10092,1
10093,18
10094,90
10095,1000
10096,6
10097,30
10098,40
10099,17
10100,18
10101,13
10102,12
10103,3
10104,12
10105,60
10106,19
10107,1
10108,60
10109,0
10110,7
10111,1000000
10112,0
10113,1
10114,6
10115,80
10116,1000
10117,1000000
10118,1000000000
10119,1
10120,14
10121,18
10122,70
10123,16
10124,12
10125,40
10126,13
10127,1000000000
10128,9
10129,4
10130,9
10131,16
10132,19
10133,14
10134,8
10135,20
10136,1000000000
10137,0
10138,1
10139,12
10140,90
10141,14
10142,1000000000
10143,100
10144,50
10145,13
10146,9
10147,2
10148,10
10149,30
10150,3
10151,80
10152,13
10153,10
10154,40
10155,80
10156,0
10157,40
10158,2
10159,7
10160,18
10161,3
10162,20
10163,3
10164,10
10165,12
10166,8
10167,5
10168,70
10169,20
10170,2
10171,17
10172,1000000
10173,100
10174,16
10175,12
10176,0
10177,1000
10178,10
10179,1000000000
10180,1000000
10181,1000000000
10182,30
10183,0
10184,17
10185,6
10186,1000
10187,10
10188,20
10189,1000000000
10190,70
10191,3
10192,12
10193,10
10194,1000000
10195,60
10196,1000000
10197,14
10198,4
10199,14
10200,5
10201,17
10202,15
10203,11
10204,2
10205,80
10206,18
10207,80
10208,30
10209,70
10210,90
10211,100
10212,13
10213,1000000
10214,20
10215,19
10216,13
10217,1000
10218,70
10219,6
10220,1000
10221,14
10222,12
10223,5
10224,5
10225,70
10226,40
10227,17
10228,1
10229,12
10230,14
10231,14
10232,17
10233,20
10234,70
10235,1000000
10236,18
10237,14
10238,30
10239,3
10240,8
10241,13
10242,16
10243,15
10244,100
10245,90
10246,14
10247,1000000
10248,3
10249,8
10250,12
10251,70
10252,10
10253,1
10254,10
10255,3
10256,15
10257,20
10258,18
10259,8
10260,15
10261,90
10262,7
10263,11
10264,17
10265,2
10266,40
10267,19
10268,5
10269,0
10270,9
10271,7
10272,12
10273,14
10274,0
10275,17
10276,8
10277,15
10278,40
10279,1000
10280,11
10281,1000000
10282,2
10283,1000000000
10284,70
10285,20
10286,50
10287,1000
10288,70
10289,60
10290,1000000000
10291,16
10292,4
10293,8
10294,3
10295,1000000
10296,50
10297,15
10298,9
10299,7
10300,12
10301,9
10302,60
10303,40
10304,5
10305,15
10306,70
10307,16
10308,2
10309,4
10310,40
10311,20
10312,100
10313,0
10314,19
10315,1
10316,16
10317,6
10318,9
10319,2
10320,3
10321,6
10322,17
10323,10
10324,14
10325,7
10326,15
10327,15
10328,50
10329,16
10330,11
10331,40
10332,0
10333,8
10334,100
10335,40
10336,50
10337,0
10338,30
10339,100
10340,3
10341,2
10342,5
10343,30
10344,80
10345,14
10346,1000
10347,40
10348,1000000
10349,30
10350,10
10351,1000
10352,4
10353,8
10354,19
10355,8
10356,6
10357,8
10358,3
10359,6
10360,16
10361,10
10362,100
10363,100
10364,1000
10365,9
10366,13
10367,50
10368,15
10369,90
10370,60
10371,30
10372,3
10373,80
10374,11
10375,4
10376,100
10377,90
10378,11
10379,1000000000
10380,100
10381,80
10382,6
10383,50
10384,19
10385,60
10386,19
10387,3
10388,1
10389,17
10390,0
10391,11
10392,9
10393,0
10394,8
10395,100
10396,30
10397,3
10398,12
10399,16
10400,30
10401,10
10402,13
10403,90
10404,15
10405,1000000
10406,1
10407,3
10408,0
10409,7
10410,1000000
10411,40
10412,0
10413,18
10414,2
10415,6
10416,17
10417,11
10418,2
10419,2
10420,11
10421,4
10422,14
10423,40
10424,1
10425,80
10426,4
10427,14
10428,19
10429,2
10430,1000000
10431,16
10432,2
10433,7
10434,18
10435,30
10436,12
10437,80
10438,80
10439,10
10440,1000000
10441,4
10442,3
10443,40
10444,18
10445,11
10446,9
10447,4
10448,19
10449,6
10450,20
10451,50
10452,30
10453,11
10454,6
10455,50
10456,1000000
10457,16
10458,18
10459,40
10460,4
10461,30
10462,60
10463,60
10464,7
10465,1
10466,17
10467,8
10468,13
10469,2
10470,2
10471,1000000
10472,2
10473,20
10474,70
10475,5
10476,1
10477,17
10478,18
10479,19
10480,50
10481,7
10482,50
10483,1000000000
10484,9
10485,70
10486,15
10487,4
10488,0
10489,40
10490,60
10491,80
10492,20
10493,16
10494,15
10495,6
10496,20
10497,70
10498,7
10499,50
10500,100
10501,70
10502,13
10503,10
10504,11
10505,5
10506,20
10507,6
10508,40
10509,9
10510,12
10511,4
10512,11
10513,18
10514,4
10515,40
10516,17
10517,9
10518,1000000
10519,70
10520,0
10521,10
10522,14
10523,60
10524,12
10525,16
10526,80
10527,90
10528,1000000
10529,1000000000
10530,8
10531,8
10532,4
10533,8
10534,80
10535,6
10536,80
10537,4
10538,7
10539,19
10540,1000000
10541,80
10542,10
10543,9
10544,2
10545,6
10546,30
10547,8
10548,100
10549,14
10550,70
10551,18
10552,30
10553,15
10554,14
10555,9
10556,1000000000
10557,5
10558,1000000
10559,2
10560,8
10561,5
10562,13
10563,8
10564,3
10565,17
10566,15
10567,15
10568,1000000
10569,12
10570,12
10571,2
10572,100
10573,1000
10574,1000
10575,50
10576,1000000000
10577,7
10578,17
10579,18
10580,50
10581,15
10582,3
10583,3
10584,14
10585,30
10586,60
10587,50
10588,1000000
10589,1000000000
10590,17
10591,20
10592,30
10593,9
10594,12
10595,19
10596,50
10597,1000
10598,8
10599,1000000000
10600,70
10601,1000000000
10602,40
10603,19
10604,6
10605,3
10606,70
10607,6
10608,6
10609,0
10610,1000000000
10611,5
10612,1000000
10613,70
10614,100
10615,4
10616,11
10617,15
10618,6
10619,13
10620,2
10621,17
10622,50
10623,15
10624,60
10625,50
10626,15
10627,20
10628,1000
10629,90
10630,2
10631,10
10632,18
10633,0
10634,40
10635,14
10636,16
10637,4
10638,30
10639,11
10640,60
10641,19
10642,6
10643,2
10644,11
10645,20
10646,8
10647,15
10648,0
10649,60
10650,1
10651,0
10652,1000000
10653,20
10654,2
10655,1000
10656,50
10657,18
10658,9
10659,20
10660,12
10661,60
10662,9
10663,1000000000
10664,60
10665,9
10666,1000000000
10667,8
10668,60
10669,5
10670,12
10671,8
10672,4
10673,1
10674,17
10675,60
10676,8
10677,17
10678,3
10679,80
10680,5
10681,6
10682,100
10683,2
10684,20
10685,19
10686,19
10687,10
10688,16
10689,5
10690,10
10691,50
10692,17
10693,14
10694,100
10695,18
10696,3
10697,20
10698,1000
10699,100
10700,14
10701,1000000
10702,9
10703,3
10704,11
10705,10
10706,100
10707,17
10708,90
10709,0
10710,18
10711,16
10712,1
10713,1000000000
10714,1000000000
10715,1000000000
10716,11
10717,1000000000
10718,16
10719,50
10720,60
10721,80
10722,1000000
10723,17
10724,20
10725,3
10726,30
10727,100
10728,1000000
10729,12
10730,12
10731,40
10732,40
10733,9
10734,8
10735,8
10736,2
10737,90
10738,1000
10739,8
10740,1000000
10741,1
10742,14
10743,3
10744,15
10745,10
10746,14
10747,17
10748,1000000
10749,10
10750,15
10751,2
10752,9
10753,15
10754,30
10755,20
10756,5
10757,30
10758,8
10759,40
10760,70
10761,40
10762,80
10763,15
10764,100
10765,14
10766,8
10767,11
10768,14
10769,70
10770,100
10771,20
10772,14
10773,20
10774,60
10775,10
10776,40
10777,1
10778,6
10779,17
10780,1000000000
10781,90
10782,70
10783,1000
10784,60
10785,8
10786,60
10787,50
10788,90
10789,4
10790,3
10791,1000
10792,13
10793,90
10794,19
10795,80
10796,10
10797,19
10798,18
10799,11
10800,60
10801,9
10802,20
10803,16
10804,19
10805,20
10806,16
10807,1
10808,70
10809,10
10810,15
10811,1
10812,18
10813,40
10814,20
10815,90
10816,20
10817,50
10818,13
10819,1
10820,80
10821,80
10822,14
10823,10
10824,3
10825,6
10826,7
10827,50
10828,14
10829,14
10830,16
10831,40
10832,60
10833,13
10834,9
10835,6
10836,17
10837,20
10838,13
10839,19
10840,4
10841,6
10842,11
10843,1000000000
10844,5
10845,19
10846,100
10847,1000000000
10848,7
10849,10
10850,17
10851,80
10852,1000000000
10853,17
10854,16
10855,70
10856,7
10857,7
10858,0
10859,1000000
10860,11
10861,70
10862,11
10863,80
10864,20
10865,1000
10866,6
10867,9
10868,13
10869,19
10870,8
10871,6
10872,9
10873,8
10874,0
10875,40
10876,40
10877,50
10878,5
10879,17
10880,20
10881,50
10882,30
10883,19
10884,30
10885,9
10886,40
10887,16
10888,20
10889,19
10890,12
10891,1000000000
10892,1000
10893,50
10894,12
10895,2
10896,0
10897,7
10898,100
10899,1000000000
10900,9
10901,100
10902,50
10903,50
10904,9
10905,90
10906,1
10907,3
10908,30
10909,0
10910,20
10911,0
10912,9
10913,15
10914,10
10915,70
10916,1000
10917,16
10918,19
10919,17
10920,12
10921,15
10922,1000000000
10923,30
10924,8
10925,60
10926,4
10927,70
10928,16
10929,50
10930,11
10931,60
10932,2
10933,40
10934,11
10935,40
10936,100
10937,9
10938,19
10939,7
10940,30
10941,0
10942,2
10943,13
10944,1000000000
10945,5
10946,50
10947,1000000000
10948,6
10949,10
10950,70
10951,1000000
10952,5
10953,50
10954,0
10955,4
10956,30
10957,19
10958,15
10959,15
10960,70
10961,1
10962,5
10963,1000000
10964,11
10965,9
10966,70
10967,40
10968,5
10969,50
10970,9
10971,1000000
10972,19
10973,7
10974,4
10975,18
10976,1000000
10977,14
10978,4
10979,1000000
10980,2
10981,50
10982,3
10983,5
10984,70
10985,1
10986,17
10987,17
10988,80
